word,atom_id,embedding_score,a1_cosine,a1_margin,a1_l2,top2_atom,focus_rate
lull,PER.soundless,0.4024,0.747189,-0.156799,10.374564,STA.healing,0.4747
incur,ACT.obtain,0.3898,0.731982,-0.1568,8.532719,COM.conduct,0.325
behind,ACT.sit,0.5683,0.741016,-0.156832,10.077945,PRP.rough,0.9543
toothed,PRP.rough,0.423,0.740025,-0.156889,8.977677,BEI.root,0.4798
filth,ELM.earth,0.3222,0.688737,-0.157544,12.397881,PER.stench,0.6388
steer,SPC.direction,0.6179,0.745407,-0.158412,10.417319,STA.healing,0.5085
auricle,BOD.ear,0.6817,0.781185,-0.158464,13.047223,BOD.hip,0.4927
cascade down,ACT.descend,0.3682,0.683983,-0.158666,12.289588,CHG.retreat,0.4763
loose,ABS.release,0.6473,0.747658,-0.158925,8.634433,STA.healing,0.355
earn,ECO.income,0.3604,0.684984,-0.15907,9.29501,REL.alone,0.9649
shortfall,ECO.loss,0.3423,0.691677,-0.159946,12.215856,STA.wound,0.5294
move up,ACT.ascend,0.334,0.748837,-0.160003,12.211466,SPC.direction,0.4029
implementation,SOC.pass,0.3777,0.616119,-0.161177,11.498672,COM.conduct,0.5185
sapling,NAT.tree,0.5278,0.726541,-0.161264,14.242511,TIM.appear,0.5726
stymie,SOC.obstruct,0.3646,0.738877,-0.161805,9.945387,SOC.refuse,0.5123
grounds,LOG.cause,0.5262,0.698006,-0.16198,13.007682,COG.intention,0.4759
translation,FND.transformation,0.4051,0.634785,-0.161983,14.352244,COG.enlightenment,0.5698
black,PRP.dark,0.7716,0.780812,-0.16201,8.763532,PER.taste,0.6048
jiffy,TIM.moment,0.3674,0.615122,-0.162753,9.005692,EMO.pride,0.5776
uncultivated,WLD.artless,0.4877,0.730937,-0.16276,9.454796,EMO.unhappiness,0.4633
global,ELM.earth,0.3409,0.634594,-0.164021,8.454389,SOC.village,0.8884
singing,BOD.mouth,0.3614,0.719328,-0.164827,12.033579,ACT.sit,0.4317
consider,PER.see,0.4066,0.713967,-0.165102,12.656571,PRP.easy,0.4956
abandon,ACT.leave,0.4453,0.694627,-0.165125,9.293382,SOC.awake,0.4761
interrogative sentence,COM.question,0.5538,0.690042,-0.165453,16.11022,EMO.apology,0.524
unhappiness,EMO.unhappiness,0.6479,0.746585,-0.165465,11.177204,EMO.hope,0.5224
contribution,ACT.give,0.6263,0.771349,-0.16555,16.734078,EMO.apology,0.5084
allow,ACT.give,0.3268,0.697208,-0.16616,9.973458,BEI.parent,0.5837
reasonable,ECO.price,0.5285,0.725213,-0.166562,7.239888,WLD.nonscience,0.3386
wellness,STA.health,0.5068,0.720193,-0.167641,10.544328,EMO.satisfaction,0.6695
continuance,FND.temporality,0.777,0.594773,-0.167802,7.689366,FND.unchanging,0.8514
culture,WLD.culture,0.5638,0.589981,-0.168069,11.080318,WLD.religion,0.6872
net profit,ECO.income,0.4879,0.751023,-0.168097,12.850961,FND.language,0.463
record book,FND.information,0.3519,0.684081,-0.168245,12.722984,ECO.save,0.568
overdress,MAT.clothing,0.358,0.761864,-0.168734,16.492752,VAL.profane,0.3574
mould,WLD.art,0.4709,0.700192,-0.169091,14.389187,ACT.stand,0.5147
career,SOC.work,0.5198,0.7415,-0.169484,9.801095,ABS.responsibility,0.511
possibility,PRP.possible,0.4983,0.623128,-0.16992,11.871767,TIM.indefinite,0.6964
insufferable,PRP.impossible,0.4607,0.765963,-0.170059,10.940205,VAL.evil,0.5463
end,CHG.end,0.5365,0.651257,-0.170093,11.75348,VAL.sacred,0.5838
aim,SPC.direction,0.6132,0.623836,-0.170961,10.527763,EXS.vitality,0.8142
backdown,CHG.retreat,0.4186,0.597749,-0.17128,9.285714,CHG.end,0.6292
tutor,COM.teach,0.4522,0.644923,-0.171297,11.089322,SOC.request,0.7671
deal,ACT.give,0.5067,0.719489,-0.171359,8.393214,FND.language,0.2523
noise,PER.sound,0.6562,0.779024,-0.171697,7.179389,PRP.dirty,0.3232
monetary,ECO.money,0.4501,0.641158,-0.172137,9.646936,NAT.sea,0.6058
declination,ACT.descend,0.6329,0.662891,-0.172384,9.10658,ELM.earth,0.6457
barricade,SOC.obstruct,0.4381,0.757671,-0.172768,9.848512,PRP.far,0.8512
tail,ACT.sit,0.5683,0.670444,-0.173059,12.218769,FND.spatiality,0.7557
particle,EXS.matter,0.4269,0.751701,-0.173376,14.951521,BOD.hip,0.512
turn on,ACT.agitate,0.5961,0.586027,-0.173589,9.460415,COM.conflict,0.4083
temporal,VAL.profane,0.439,0.647251,-0.173764,10.306524,VAL.sacred,0.526
bound,ABS.bound,0.5088,0.702585,-0.17432,9.923434,REL.same,0.4871
hold up,PRP.slow,0.4259,0.657327,-0.17436,7.242444,ELM.wind,0.7766
arrogate,ACT.take,0.3677,0.780962,-0.174474,9.940453,WLD.uncultured,0.7414
pass away,ACT.exit,0.331,0.764339,-0.174816,14.539571,FND.consciousness,0.5741
manifest,WLD.artless,0.3789,0.720883,-0.174839,9.374591,PRP.hard,0.6241
headache,EMO.worry,0.5777,0.769579,-0.175105,11.005538,STA.illness,0.7
second,TIM.moment,0.4535,0.647255,-0.175178,8.454047,FND.time,0.3133
prepare,COM.teach,0.3955,0.643986,-0.175423,8.545643,COG.learn,0.4688
specify,COG.intention,0.425,0.742474,-0.175472,8.381668,COG.remember,0.4871
front,EXS.presence,0.4993,0.616525,-0.175487,8.709797,PRP.near,0.3131
champion,SOC.defend,0.4726,0.774615,-0.1755,9.710201,ACT.calm,0.583
cherubic,PER.sweet,0.5549,0.735698,-0.176006,11.731416,EMO.satisfaction,0.6129
pass,PRP.long,0.5095,0.60386,-0.176102,10.277709,PRP.slow,0.5585
date,TIM.period,0.4726,0.50739,-0.176155,13.636785,WLD.science,0.4936
wind instrument,ELM.wind,0.4943,0.718917,-0.176969,14.133638,ECO.save,0.5343
commencement,CHG.begin,0.5213,0.531106,-0.177085,17.290773,ELM.morning,0.4965
money,ECO.money,0.5698,0.629343,-0.17725,10.860282,PRP.slow,0.5112
absent,SPC.nowhere,0.5339,0.599694,-0.177309,9.045897,SOC.individual,0.4083
ally,SOC.nation,0.5117,0.742629,-0.177342,12.284645,COM.cooperate,0.6921
unmistakable,EMO.manifest,0.4173,0.750301,-0.178597,9.768632,EMO.patience,0.5793
sanctified,VAL.sacred,0.6512,0.735164,-0.179098,10.580467,COM.silence,0.557
method acting,WLD.technique,0.4868,0.716775,-0.179488,13.244307,EMO.courage,0.5417
sectionalization,COG.separate,0.6943,0.450652,-0.179583,10.121276,SOC.city,0.7254
mortal,SOC.individual,0.4245,0.736618,-0.179644,16.613688,EXS.death,0.5355
bank,ECO.money,0.4954,0.720497,-0.179906,14.644969,FND.language,0.3839
boost,ACT.rise,0.3609,0.683102,-0.180299,9.897552,ACT.agitate,0.3599
speck,EXS.matter,0.4269,0.772485,-0.180722,12.511398,PER.untouched,0.6147
enigma,COM.secret,0.6164,0.472416,-0.180798,8.78447,FND.information,0.4955
blocking,SOC.obstruct,0.4293,0.608389,-0.180861,9.663055,CHG.advance,0.3452
extended,PRP.long,0.4759,0.378774,-0.181378,11.494563,CHG.advance,0.6656
bind,ABS.bound,0.4421,0.665087,-0.181591,12.828152,SOC.family,0.7581
elan vital,EXS.vitality,0.4414,0.747699,-0.182113,13.566753,EXS.spirit,0.6235
profits,ECO.income,0.4879,0.73098,-0.182387,7.641807,BOD.ear,0.4899
run aground,ACT.arrive,0.3276,0.768204,-0.182835,13.942376,STA.pain,0.5381
miss,SPC.nowhere,0.5224,0.63874,-0.183712,8.99923,EMO.love,0.4492
genetic abnormality,STA.illness,0.4056,0.64387,-0.184412,19.564122,FND.memoryless,0.4488
mop up,CHG.end,0.6301,0.677843,-0.184861,7.244801,CHG.retreat,0.3201
hide out,COM.secret,0.3741,0.755579,-0.185181,9.695605,PER.taste,0.5174
bare,WLD.artless,0.3806,0.774285,-0.185186,6.675061,PER.untouched,0.463
function,SOC.official,0.3967,0.592314,-0.185892,12.145727,EMO.patience,0.6437
consecrated,VAL.sacred,0.6512,0.61369,-0.185951,11.133116,SOC.awake,0.6297
mouth,COM.speak,0.4837,0.753256,-0.186735,14.724355,STA.healing,0.5574
education,COG.learn,0.4931,0.742848,-0.187155,11.561862,FND.uninformed,0.4894
issue,ECO.income,0.4806,0.592566,-0.187544,9.0233,SOC.request,0.6283
prevail,ACT.obtain,0.3833,0.763372,-0.188342,6.493054,ACT.calm,0.3826
run,PRP.long,0.5095,0.633217,-0.188649,6.394097,ACT.sit,0.3383
completion,CHG.end,0.6301,0.703257,-0.189729,7.231973,FND.temporality,0.3455
map out,COG.intention,0.476,0.748497,-0.189933,13.298912,WLD.science,0.4884
blackness,PRP.dark,0.7716,0.722287,-0.19015,8.557565,BOD.hand,0.4692
word,FND.language,0.4078,0.592202,-0.190313,10.149205,EMO.pride,0.7402
limitation,ABS.bound,0.3984,0.735665,-0.19034,7.046166,EMO.contempt,0.3652
break up,COG.separate,0.3807,0.702175,-0.190657,15.285863,ABS.release,0.6238
stochasticity,PER.sound,0.4105,0.531157,-0.190875,10.362709,WLD.science,0.3451
salute,MAT.drink,0.3236,0.629954,-0.190881,12.208294,SOC.village,0.5972
regard,EMO.respect,0.5254,0.736689,-0.19089,8.584026,EMO.love,0.5989
stoppage,ACT.stop,0.486,0.748414,-0.191008,7.131458,PRP.wet,0.3908
beingness,EXS.being,0.469,0.680199,-0.191284,20.722238,FND.timeless,0.3106
part,PRP.part,0.4609,0.586425,-0.191764,8.571744,SOC.family,0.4284
piece of work,FND.labor,0.4064,0.665518,-0.193708,8.870289,BOD.face,0.7046
design,ACT.build,0.5298,0.661521,-0.196041,9.096323,SOC.official,0.3444
chat,BOD.mouth,0.3691,0.641918,-0.196507,11.050192,EMO.patience,0.3629
take,ECO.income,0.4806,0.651372,-0.196751,13.076243,STA.comfort,0.6617
exercise,SOC.work,0.4068,0.652078,-0.197594,8.784932,NAT.tree,0.6813
heartbeat,TIM.moment,0.3674,0.690624,-0.197606,19.744349,ELM.moon,0.318
kick the bucket,ACT.exit,0.331,0.702783,-0.198575,17.252679,PRP.impossible,0.5076
blockage,SOC.obstruct,0.4472,0.6332,-0.198672,10.429113,TIM.appear,0.719
turnaround,SPC.reverse,0.4343,0.531635,-0.198995,13.236202,FND.transformation,0.5731
iniquity,PRP.dark,0.8121,0.705268,-0.199107,9.173377,VAL.evil,0.3187
unintelligible,PRP.murky,0.5604,0.672176,-0.200056,11.456046,VAL.incorrect,0.588
read,FND.language,0.362,0.719027,-0.201349,12.216664,PRP.clear,0.4358
trice,TIM.moment,0.3674,0.705858,-0.201542,5.839734,ABS.wise,0.376
attack,CHG.begin,0.6071,0.65773,-0.201896,17.871839,SOC.attack,0.3982
go,PRP.long,0.5095,0.70287,-0.202064,10.773781,ACT.sit,0.6496
pitch,ECO.sell,0.4797,0.68505,-0.20207,11.37111,COM.teach,0.5068
night,PRP.dark,0.7842,0.615016,-0.20238,19.278598,ELM.morning,0.4611
pull back,CHG.retreat,0.4452,0.559662,-0.203122,9.783159,ELM.wind,0.5469
intone,COM.speak,0.3912,0.598091,-0.203411,11.53854,BOD.face,0.5483
executable,PRP.possible,0.4509,0.537901,-0.20397,8.052821,FND.uninformed,0.4436
encourage,EMO.hope,0.6552,0.556237,-0.204497,13.828592,COM.cooperate,0.6955
development,ECO.buy,0.4612,0.626072,-0.204591,8.549969,TIM.appear,0.4316
dismissal,ABS.release,0.3531,0.640661,-0.204595,10.257685,SOC.individual,0.9888
cede,ACT.give,0.4899,0.740118,-0.205526,6.999973,EMO.forgiveness,0.3829
tike,BEI.child,0.4111,0.705353,-0.206239,11.17801,BOD.face,0.8078
eliminate,LOG.cause,0.3625,0.564749,-0.207222,10.198029,CHG.advance,0.5019
possible,PRP.possible,0.461,0.606416,-0.208424,13.07853,FND.temporality,0.4043
lifetime,TIM.period,0.4411,0.628343,-0.20858,18.87409,ABS.self,0.5229
abandon,ACT.abandon,0.5017,0.667376,-0.208765,8.644041,VAL.ugliness,0.3758
terms,ECO.price,0.3791,0.652662,-0.209019,9.711767,FND.history,0.7232
portion,PRP.part,0.4583,0.666129,-0.210018,19.216972,SPC.inside,0.3576
atmosphere,ELM.sky,0.5024,0.615859,-0.211492,8.921318,ELM.earth,0.809
blink of an eye,TIM.moment,0.3674,0.394832,-0.211628,8.419737,VAL.sacred,0.8244
turnabout,SPC.reverse,0.4343,0.607673,-0.211987,9.396059,FND.transformation,0.641
detached,COG.separate,0.4633,0.677208,-0.212866,7.705236,PRP.single,0.4629
trammel,ABS.bound,0.4389,0.714854,-0.21316,10.873611,EMO.contempt,0.4501
absence,EXS.absence,0.6509,0.606154,-0.213842,13.357956,WLD.culture,0.5436
teaching,COG.learn,0.4931,0.641608,-0.215433,17.557909,BEI.parent,0.4462
pile,ECO.money,0.3599,0.677207,-0.215536,11.502115,PRP.blunt,0.7573
aesthetical,WLD.art,0.6921,0.67185,-0.216456,12.126364,VAL.sacred,0.7043
similar,EMO.like,0.4342,0.702,-0.216708,9.797339,SOC.family,0.7549
produce,ACT.obtain,0.4257,0.552309,-0.216782,10.064338,ACT.create,0.8147
corrective,SOC.criticize,0.4323,0.682539,-0.216796,12.094824,ACT.calm,0.5305
launch,PRP.smooth,0.6631,0.604301,-0.21768,13.022143,ACT.create,0.499
fund,ACT.give,0.4393,0.442777,-0.217942,9.530945,ECO.currency,0.5202
engage,SOC.homeless,0.3427,0.648309,-0.218927,12.2957,EMO.compassion,0.5099
accept,ACT.take,0.3022,0.617391,-0.221899,10.483152,ACT.receive,0.8128
wickedness,PRP.dark,0.8121,0.70879,-0.222021,10.377446,VAL.evil,0.4386
sing,COM.speak,0.359,0.680853,-0.222147,20.304957,SOC.sleep,0.397
apparent,WLD.artless,0.3789,0.631743,-0.222434,7.382087,EMO.unhappiness,0.4139
flash,TIM.moment,0.3674,0.552112,-0.222696,16.407552,TIM.appear,0.41
feast,MAT.food,0.4212,0.629934,-0.223466,15.278222,SOC.village,0.3896
benumbed,PER.numb,0.476,0.682095,-0.223853,11.053808,ACT.sit,0.6198
night,ELM.darkness,0.4501,0.686917,-0.224217,10.718416,ELM.night,0.492
sunday,ELM.sun,0.423,0.5633,-0.224474,10.300682,TIM.period,0.3798
romp,FND.play,0.403,0.589926,-0.225136,8.27166,PRP.near,0.3956
verbalize,BOD.mouth,0.3943,0.70135,-0.225255,13.304462,VAL.truth,0.7055
move back,CHG.retreat,0.4452,0.642256,-0.225289,6.194138,ACT.sit,0.5091
poorness,STA.poverty,0.5721,0.521193,-0.225738,12.511987,TIM.indefinite,0.5524
phonation,COM.speak,0.3883,0.666576,-0.226261,14.161748,BOD.hand,0.5332
armistice,STA.peace,0.7031,0.571597,-0.227157,14.047023,WLD.religion,0.7205
line,SOC.work,0.3799,0.479991,-0.227608,9.826921,TIM.period,0.3952
rule,ABS.bound,0.3492,0.374435,-0.227618,13.434081,SOC.nation,0.5587
angelic,PER.sweet,0.5549,0.69461,-0.227902,9.318054,EXS.spirit,0.3869
consolation,STA.comfort,0.4145,0.708502,-0.229079,13.181487,EMO.love,0.7213
element,PRP.part,0.5566,0.356675,-0.2291,12.378075,COG.instinct,0.6333
shade,ELM.darkness,0.4897,0.684243,-0.229225,8.982452,STA.healing,0.4837
sentence,FND.time,0.3278,0.599045,-0.229317,8.015347,FND.information,0.3215
role,PRP.part,0.4363,0.690383,-0.230627,17.454751,SOC.citizen,0.4949
overhaul,CHG.advance,0.3888,0.624598,-0.231054,11.018726,FND.transformation,0.5744
sweetheart,VAL.beauty,0.4716,0.691888,-0.231283,17.72061,EMO.love,0.3802
reversal,SPC.reverse,0.4343,0.647328,-0.232193,7.52753,ACT.sit,0.4322
greenwich village,SOC.village,0.4254,0.603026,-0.232248,10.5829,ELM.earth,0.7745
patriarchal,BEI.male,0.5834,0.528885,-0.232824,16.024856,VAL.evil,0.4254
fry,BEI.child,0.4111,0.624933,-0.233219,11.242435,TIM.appear,0.6059
apparent,EMO.manifest,0.4173,0.540595,-0.234183,10.886373,PRP.shallow,0.65
space,FND.spatiality,0.5625,0.663439,-0.234692,8.075565,ACT.sit,0.5614
wink,TIM.moment,0.3674,0.475082,-0.236424,8.300118,WLD.unskilled,0.7863
iniquity,ELM.darkness,0.8121,0.646236,-0.237043,13.308143,VAL.evil,0.5886
console,STA.comfort,0.4974,0.705412,-0.237654,15.288937,EMO.compassion,0.5568
desolate,ACT.abandon,0.4254,0.65979,-0.238389,8.86112,ELM.darkness,0.3631
patent,WLD.artless,0.3789,0.633207,-0.239116,6.668943,VAL.profane,0.3825
orbit,ACT.move,0.3684,0.529014,-0.239341,18.162142,ELM.moon,0.5319
embarrass,SOC.obstruct,0.3646,0.700954,-0.241256,11.999287,EMO.anger,0.5276
clock,FND.time,0.5839,0.525248,-0.24202,8.313035,WLD.science,0.3864
piece of work,SOC.work,0.4926,0.576469,-0.243145,8.18183,WLD.artless,0.3469
renewal,ACT.build,0.3478,0.696184,-0.243435,11.840102,FND.transformation,0.5916
wickedness,ELM.darkness,0.8121,0.687586,-0.244022,10.013103,VAL.evil,0.8129
distaff,BEI.female,0.5321,0.59857,-0.244093,10.229818,BOD.face,0.4805
payment,ECO.price,0.4459,0.585211,-0.244102,8.319907,FND.languageless,0.5667
reflect,EMO.manifest,0.309,0.685718,-0.244407,14.365017,PRP.single,0.5078
vacuum,EXS.void,0.7219,0.641735,-0.246591,7.847254,EXS.nonbeing,0.5091
calculate,COG.intention,0.3398,0.563016,-0.248002,11.894106,COM.question,0.5106
choke,ACT.exit,0.331,0.626991,-0.248577,10.43826,CHG.decay,0.8303
solvent,COM.answer,0.4459,0.552338,-0.250558,9.395098,VAL.sacred,0.727
subsidization,ACT.give,0.4405,0.470032,-0.250692,12.39526,ELM.wind,0.5933
next,PRP.near,0.5402,0.527311,-0.253587,9.679173,SOC.citizen,0.3831
retire,CHG.retreat,0.4452,0.550404,-0.253637,16.958653,PRP.single,0.4622
commemorate,COG.remember,0.4882,0.570866,-0.255141,13.752262,SOC.village,0.3918
slang,FND.language,0.4582,0.313048,-0.255245,9.917701,CHG.advance,0.5307
minute,TIM.moment,0.4535,0.530325,-0.25708,7.708326,FND.history,0.4471
opinion,WLD.nonscience,0.3318,0.605184,-0.257486,11.976727,PRP.easy,0.5516
hole,EXS.void,0.4742,0.601384,-0.25762,9.283754,STA.wound,0.494
bring down,TIM.come,0.3029,0.669387,-0.260867,7.965879,ACT.dissolve,0.3799
nothingness,EXS.void,0.5133,0.625597,-0.26124,14.102615,FND.timeless,0.637
female person,BEI.female,0.5045,0.692457,-0.262709,14.554531,PER.untouched,0.5343
heavenly,ELM.sky,0.6384,0.648194,-0.26306,11.142771,VAL.sacred,0.578
being,EXS.being,0.469,0.594215,-0.264549,15.44523,FND.timeless,0.4849
vocation,SOC.work,0.5656,0.681095,-0.264801,12.760329,COG.enlightenment,0.6115
extent,PRP.long,0.5348,0.534328,-0.265056,7.338017,FND.number,0.404
cash,ECO.pay,0.6364,0.685955,-0.266979,16.251509,PRP.small,0.4369
nullity,EXS.void,0.5133,0.589708,-0.268676,9.760894,EXS.nonbeing,0.8455
hard,PRP.difficult,0.5487,0.592179,-0.269101,9.379236,PRP.easy,0.6073
reflexive,COG.mindless,0.4394,0.618182,-0.269208,10.627042,ACT.fall,0.7059
stage,TIM.period,0.5042,0.366691,-0.269412,10.368964,CHG.end,0.5713
new york minute,TIM.moment,0.3674,0.502128,-0.269743,7.735589,SOC.individual,0.5733
culmination,ACT.stop,0.4133,0.547672,-0.271126,9.379643,FND.time,0.3518
eonian,FND.temporality,0.6493,0.570248,-0.275959,7.052479,VAL.sacred,0.6281
attain,TIM.come,0.4048,0.58032,-0.275963,15.141777,PRP.single,0.5931
extend,PRP.long,0.5095,0.576513,-0.280762,9.417781,ACT.emit,0.6413
vibration,ACT.move,0.331,0.590245,-0.28109,16.228747,ELM.sun,0.4148
realise,ACT.obtain,0.5445,0.649398,-0.285001,10.288259,COG.enlightenment,0.6224
cascade,ACT.descend,0.3682,0.561146,-0.285264,13.536702,LOG.effect,0.9307
be,EXS.being,0.4955,0.696575,-0.285278,17.261692,FND.timeless,0.4026
eternal rest,ACT.lie_down,0.3869,0.641578,-0.289134,16.032419,PRP.impossible,0.525
existence,EXS.being,0.469,0.697884,-0.289244,16.829614,FND.timeless,0.424
province,ABS.responsibility,0.4271,0.446664,-0.291205,13.806289,SOC.nation,0.5411
instant,TIM.moment,0.4883,0.459619,-0.29153,12.44133,WLD.artless,0.5422
expire,ACT.exit,0.331,0.659179,-0.294643,11.965224,COG.enlightenment,0.6029
shaver,BEI.child,0.4111,0.572878,-0.294812,11.338877,ACT.emit,0.5106
phone,COM.speak,0.5341,0.525385,-0.298892,9.682531,ACT.emit,0.4228
disengage,CHG.retreat,0.3712,0.5362,-0.299075,8.251159,ELM.earth,0.5901
hold,ACT.obtain,0.3833,0.66318,-0.303656,9.536165,REL.alone,0.5685
work up,CHG.grow,0.4085,0.593695,-0.305294,15.940824,COG.enlightenment,0.5674
problem,PRP.difficult,0.5515,0.595564,-0.305425,12.907426,FND.uninformed,0.5894
life-time,TIM.period,0.4411,0.470247,-0.307628,11.640475,EMO.pride,0.6133
note,PER.see,0.4085,0.619777,-0.309312,13.166824,COG.remember,0.5844
measurable,FND.numberless,0.389,0.631909,-0.310042,12.261525,COG.enlightenment,0.573
hold forth,COM.speak,0.354,0.548084,-0.311141,9.751665,BOD.face,0.5934
life,TIM.period,0.4411,0.577001,-0.311607,22.506225,EXS.vitality,0.3858
logical,FND.logic,0.5815,0.398899,-0.312606,11.3543,WLD.unskilled,0.6512
brain,FND.mind,0.5703,0.592401,-0.313403,13.967777,BOD.ear,0.7815
department of energy,EXS.vitality,0.3177,0.388613,-0.31415,21.493646,SOC.nation,0.4535
proletariat,FND.labor,0.5229,0.500591,-0.315412,19.558858,SOC.public,0.3433
read,BOD.mouth,0.3411,0.563596,-0.316711,12.388902,FND.information,0.6144
unfold,PRP.long,0.3668,0.463074,-0.322854,7.559782,TIM.appear,0.5953
layperson,VAL.profane,0.3231,0.449177,-0.330298,11.088303,WLD.unskilled,0.988
vacuity,EXS.void,0.7219,0.375028,-0.331099,14.53979,EXS.nonbeing,0.6832
detain,PRP.slow,0.4259,0.551983,-0.335626,18.883574,COM.conflict,0.4622
revolve,ACT.move,0.3259,0.552925,-0.33564,11.296133,ELM.night,0.6171
contagious,STA.illness,0.5174,0.53761,-0.340714,20.018863,LOG.effect,0.4253
realize,ACT.obtain,0.5445,0.592747,-0.341455,11.810835,COG.enlightenment,0.5703
instantaneous,TIM.moment,0.4883,0.49136,-0.344071,12.7526,ACT.stand,0.6474
energy department,EXS.vitality,0.3177,0.330739,-0.346141,13.000646,FND.information,0.603
experiment,WLD.science,0.6447,0.484375,-0.346197,9.219713,EMO.patience,0.6498
transparency,PRP.clear,0.7035,0.473648,-0.351652,10.717783,FND.uninformed,0.7123
damage,ECO.price,0.3791,0.518389,-0.354583,11.667189,STA.wound,0.5016
multitudinous,FND.numberless,0.4389,0.499306,-0.358007,11.195758,NAT.sea,0.5772
discontinue,CHG.end,0.3384,0.342477,-0.359266,8.888275,WLD.unskilled,0.5769
point,SPC.direction,0.6179,0.532102,-0.36195,8.219287,ACT.sit,0.5982
expiration,ACT.exit,0.3996,0.45717,-0.36304,12.585672,TIM.past,0.3474
announcement,COM.announce,0.6913,0.486856,-0.365619,9.74138,SOC.request,0.6574
stay on,CHG.stay,0.323,0.443996,-0.366419,10.371113,VAL.sacred,0.8967
variant,REL.different,0.4748,0.300864,-0.366462,10.084554,FND.transformation,0.565
junket,MAT.food,0.3696,0.209722,-0.368053,13.443469,COM.announce,0.4397
office,SOC.work,0.3673,0.445787,-0.368818,10.903021,ELM.earth,0.6746
nihility,EXS.void,0.5133,0.540486,-0.370003,12.755776,FND.timeless,0.7584
tree diagram,NAT.tree,0.5335,0.463743,-0.371344,15.000939,WLD.science,0.5014
evident,WLD.artless,0.3789,0.234691,-0.371769,8.77411,VAL.sacred,0.6599
layman,VAL.profane,0.3231,0.447623,-0.379837,13.500575,SOC.request,0.8118
subsidisation,ACT.give,0.4405,0.260359,-0.380464,13.357033,ACT.create,0.5886
unsounded,PRP.deep,0.5435,0.487164,-0.398893,10.971837,ACT.stand,0.4906
desperate,EMO.courage,0.4965,0.306583,-0.411988,13.586615,ABS.foolish,0.4711
derive,ACT.descend,0.3031,0.388303,-0.415088,15.296807,VAL.correct,0.753
wellness,STA.illness,0.4727,0.469546,-0.435629,14.785328,COG.enlightenment,0.7002
